"date","seasonal","trend","remainder"
1949-01-01,-0.0916404241465215,4.82938865395291,-0.0192493585112938
1949-02-01,-0.114028283920271,4.83036813989621,0.0543447684897291
1949-03-01,0.0158658510447789,4.8313476258395,0.0355884457020865
1949-04-01,-0.0140275899738232,4.83337674322446,0.0404632511110323
1949-05-01,-0.0150247849961733,4.83540586060942,-0.0245905300165052
1949-06-01,0.109789757537423,4.83816644650577,-0.042681425604763
1949-07-01,0.216400410182293,4.84092703240212,-0.0601151688202979
1949-08-01,0.209605865866871,4.84346887687169,-0.0558624689744445
1949-09-01,0.0674715620828031,4.84601072134126,-0.000827397688006215
1949-10-01,-0.0702483587834574,4.85088314667925,-0.00151129478426171
1949-11-01,-0.213527739592963,4.85575557201724,0.00216306671709354
1949-12-01,-0.100636250654005,4.86458621511949,0.00673466000017608
1950-01-01,-0.0916404241465215,4.87341685822175,-0.0368443057119743
1950-02-01,-0.114028283920271,4.88328173784068,0.0670284530310674
1950-03-01,0.0158658510447789,4.89314661745962,0.0397474218737734
1950-04-01,-0.0140275899738232,4.90315637339191,0.0161459950203442
1950-05-01,-0.0150247849961733,4.9131661293242,-0.0698276070257267
1950-06-01,0.109789757537423,4.9254043197459,-0.0312477713378607
1950-07-01,0.216400410182293,4.93764251016759,-0.0182444832996254
1950-08-01,0.209605865866871,4.95441996811698,-0.0282273969335929
1950-09-01,0.0674715620828031,4.97119742606637,0.0239260448777907
1950-10-01,-0.0702483587834574,4.99166224819035,-0.0310647611851351
1950-11-01,-0.213527739592963,5.01212707031432,-0.0624008823268607
1950-12-01,-0.100636250654005,5.03109405083221,0.0111846224310943
1951-01-01,-0.0916404241465215,5.05006103135011,0.0183131352169861
1951-02-01,-0.114028283920271,5.06504389441937,0.0596196835971536
1951-03-01,0.0158658510447789,5.08002675748864,0.0858909417586702
1951-04-01,-0.0140275899738232,5.09393176281568,0.0138460279649104
1951-05-01,-0.0150247849961733,5.10783676814271,0.0546824936669124
1951-06-01,0.109789757537423,5.12106367532018,-0.0490698825655151
1951-07-01,0.216400410182293,5.13429058249764,-0.0573861679554435
1951-08-01,0.209605865866871,5.14613125975466,-0.0624323008970435
1951-09-01,0.0674715620828031,5.15797193701169,-0.0105077414855037
1951-10-01,-0.0702483587834574,5.16985362600368,-0.0120089319878414
1951-11-01,-0.213527739592963,5.18173531499568,0.0153990463056211
1951-12-01,-0.100636250654005,5.19480332547949,0.0178207135310542
1952-01-01,-0.0916404241465215,5.20787133596331,0.0254326446858721
1952-02-01,-0.114028283920271,5.22049310875828,0.0864920260522011
1952-03-01,0.0158658510447789,5.23311488155325,0.0137094563068567
1952-04-01,-0.0140275899738232,5.24440040946065,-0.0318757882210026
1952-05-01,-0.0150247849961733,5.25568593736805,-0.0311749995304593
1952-06-01,0.109789757537423,5.26691640510277,0.00778890014889466
1952-07-01,0.216400410182293,5.27814687283749,-0.056467974096587
1952-08-01,0.209605865866871,5.29189904781335,-0.0125671875235369
1952-09-01,0.0674715620828031,5.30565122278921,-0.0307885329072066
1952-10-01,-0.0702483587834574,5.32303470870433,-0.000512921874243233
1952-11-01,-0.213527739592963,5.34041819461945,0.0206040217869683
1952-12-01,-0.100636250654005,5.3557898863158,0.0127045234015286
1953-01-01,-0.0916404241465215,5.37116157801216,-0.00140649463512243
1953-02-01,-0.114028283920271,5.38170135460597,0.0104415885448219
1953-03-01,0.0158658510447789,5.39224113119977,0.0557248227810598
1953-04-01,-0.0140275899738232,5.39847852366744,0.0751345804505466
1953-05-01,-0.0150247849961733,5.4047159161351,0.0440308724153127
1953-06-01,0.109789757537423,5.40679225179939,-0.0235205659962627
1953-07-01,0.216400410182293,5.40886858746368,-0.0493198944996536
1953-08-01,0.209605865866871,5.40780801028889,-0.0116118098597644
1953-09-01,0.0674715620828031,5.4067474331141,-0.00615885406177519
1953-10-01,-0.0702483587834574,5.40701963453989,0.0150868577196377
1953-11-01,-0.213527739592963,5.40729183596567,-0.000807245482495667
1953-12-01,-0.100636250654005,5.41262772873187,-0.0086865700187877
1954-01-01,-0.0916404241465215,5.41796362149807,-0.00820320350733006
1954-02-01,-0.114028283920271,5.4258231001923,-0.0753528534420838
1954-03-01,0.0158658510447789,5.43368257888654,0.0100370842128408
1954-04-01,-0.0140275899738232,5.44267648050121,-0.00369887304598659
1954-05-01,-0.0150247849961733,5.45167038211589,0.0186755182379885
1954-06-01,0.109789757537423,5.463573741863,0.00258560374589756
1954-07-01,0.216400410182293,5.47547710161011,0.0185495055824703
1954-08-01,0.209605865866871,5.48895410427729,-0.0183873611270942
1954-09-01,0.0674715620828031,5.50243110694448,-0.0130746073277406
1954-10-01,-0.0702483587834574,5.51567814796952,-0.0117077856318186
1954-11-01,-0.213527739592963,5.52892518899456,-0.00219147035980694
1954-12-01,-0.100636250654005,5.54317818024274,-0.00881992603449877
1955-01-01,-0.0916404241465215,5.55743117149093,0.023146978812278
1955-02-01,-0.114028283920271,5.572620614856,-0.00755387737003055
1955-03-01,0.0158658510447789,5.58781005822107,-0.0164272508656014
1955-04-01,-0.0140275899738232,5.60257639653973,0.00616257303592871
1955-05-01,-0.0150247849961733,5.6173427348584,-0.00389599086384784
1955-06-01,0.109789757537423,5.63168475076374,0.0110981305244664
1955-07-01,0.216400410182293,5.64602676666909,0.0347266907853543
1955-08-01,0.209605865866871,5.66002633254454,-0.0203074184645473
1955-09-01,0.0674715620828031,5.67402589841998,0.00150572730670273
1955-10-01,-0.0702483587834574,5.68741068110367,-0.0040342159321467
1955-11-01,-0.213527739592963,5.70079546378737,-0.0192075830592779
1955-12-01,-0.100636250654005,5.71368328915394,0.0145740751907057
1956-01-01,-0.0916404241465215,5.7265711145205,0.0140435477872272
1956-02-01,-0.114028283920271,5.73868804215164,-0.000642252044027458
1956-03-01,0.0158658510447789,5.75080496978277,-0.0077690469502727
1956-04-01,-0.0140275899738232,5.76127114770994,-0.00104036719596579
1956-05-01,-0.0150247849961733,5.77173732563711,0.00533884213924019
1956-06-01,0.109789757537423,5.78058144243657,0.0338845974405357
1956-07-01,0.216400410182293,5.78942555923604,0.017621623542702
1956-08-01,0.209605865866871,5.7974479764575,-0.00316677521783237
1956-09-01,0.0674715620828031,5.80547039367896,-0.000824166286348849
1956-10-01,-0.0702483587834574,5.81373412965004,-0.0199006689142056
1956-11-01,-0.213527739592963,5.82199786562113,-0.00635130514846161
1956-12-01,-0.100636250654005,5.83165387273316,-0.00743252012677065
1957-01-01,-0.0916404241465215,5.84130987984519,0.00290318312696769
1957-02-01,-0.114028283920271,5.85262546759139,-0.0314869189222424
1957-03-01,0.0158658510447789,5.86394105533759,-0.00487617553033903
1957-04-01,-0.0140275899738232,5.87500478739355,-0.00877471764525328
1957-05-01,-0.0150247849961733,5.88606851944951,0.00107405502207758
1957-06-01,0.109789757537423,5.89471103982369,0.0405045166749032
1957-07-01,0.216400410182293,5.90335356019786,0.0222834352072017
1957-08-01,0.209605865866871,5.90778578024207,0.0289376115599556
1957-09-01,0.0674715620828031,5.91221800028628,0.021725315592068
1957-10-01,-0.0702483587834574,5.91290914602134,0.00666399270897866
1957-11-01,-0.213527739592963,5.9136002917564,0.0202392244439782
1957-12-01,-0.100636250654005,5.91456963836164,0.0031777722555697
1958-01-01,-0.0916404241465215,5.91553898496688,0.00504705678984685
1958-02-01,-0.114028283920271,5.91851208918178,-0.0424324224813342
1958-03-01,0.0158658510447789,5.92148519339668,-0.0457068326156884
1958-04-01,-0.0140275899738232,5.92497748633865,-0.0587474165903474
1958-05-01,-0.0150247849961733,5.92846977928061,-0.0190421600195858
1958-06-01,0.109789757537423,5.93270390296901,0.0328523705822539
1958-07-01,0.216400410182293,5.93693802665741,0.0431056909548202
1958-08-01,0.209605865866871,5.94332821167717,0.0716243517313222
1958-09-01,0.0674715620828031,5.94971839669693,-0.0157750808185781
1958-10-01,-0.0702483587834574,5.95740946944488,-0.00383872217314707
1958-11-01,-0.213527739592963,5.96510054219284,-0.0150005051206854
1958-12-01,-0.100636250654005,5.97333316327965,-0.0526139822732841
1959-01-01,-0.0916404241465215,5.98156578436646,-0.00382132876978325
1959-02-01,-0.114028283920271,5.99203968680926,-0.0432006658263866
1959-03-01,0.0158658510447789,6.00251358925206,-0.0120262806951104
1959-04-01,-0.0140275899738232,6.01564049717279,-0.0201986959444875
1959-05-01,-0.0150247849961733,6.02876740509352,0.0265120911800683
1959-06-01,0.109789757537423,6.04219782752055,0.00499140052758129
1959-07-01,0.216400410182293,6.05562824994758,0.0342466268181383
1959-08-01,0.209605865866871,6.06588102125722,0.0506625860310104
1959-09-01,0.0674715620828031,6.07613379256685,-0.00587830056341954
1959-10-01,-0.0702483587834574,6.08414482134407,-0.00508327711801826
1959-11-01,-0.213527739592963,6.09215585012129,0.0130161012974455
1959-12-01,-0.100636250654005,6.10050013132989,0.00402318643064969
1960-01-01,-0.0916404241465215,6.1088444125385,0.015882233406824
1960-02-01,-0.114028283920271,6.11793439485758,-0.0351985509519448
1960-03-01,0.0158658510447789,6.12702437717666,-0.105019308299305
1960-04-01,-0.0140275899738232,6.13581437204576,0.0116112609247079
1960-05-01,-0.0150247849961733,6.14460436691486,0.0273994036668634
1960-06-01,0.109789757537423,6.15298617191019,0.0194908174483928
1960-07-01,0.216400410182293,6.16136797690552,0.055171705651369
1960-08-01,0.209605865866871,6.17012406689416,0.0271500533082856
1960-09-01,0.0674715620828031,6.1788801568828,-0.0158702713871186
1960-10-01,-0.0702483587834574,6.1875938244424,0.0160525773377067
1960-11-01,-0.213527739592963,6.196307492002,-0.0166330132853458
1960-12-01,-0.100636250654005,6.20475235642648,-0.0356905175283613
